region_id,state,country,market,region
6555094,Katsina,Nigeria,Africa,Africa
6555095,Konya,Turkey,EMEA,EMEA
6555096,Meknès-Tafilalet,Morocco,Africa,Africa
6555097,Tarija,Bolivia,LATAM,South
6555098,San Cristóbal,Dominican Republic,LATAM,Caribbean
6555099,Arkansas,United States,US,South
6555100,Waikato,New Zealand,APAC,Oceania
6555101,Jiangxi,China,APAC,North Asia
6555102,Carabobo,Venezuela,LATAM,South
6555103,Ta'izz,Yemen,EMEA,EMEA
6555104,Ivano-Frankivsk,Ukraine,EMEA,EMEA
6555105,Sevastopol',Ukraine,EMEA,EMEA
6555106,Tabuk,Saudi Arabia,EMEA,EMEA
6555107,Asyut,Egypt,Africa,Africa
6555108,Aksaray,Turkey,EMEA,EMEA
6555109,Arusha,Tanzania,Africa,Africa
6555110,'Asir,Saudi Arabia,EMEA,EMEA
6555111,Thies,Senegal,Africa,Africa
6555112,Central,Paraguay,LATAM,South
6555113,Nagasaki,Japan,APAC,North Asia
6555114,Franche-Comté,France,EU,Central
6555116,Sud-Ouest,Cameroon,Africa,Africa
6555117,Yalova,Turkey,EMEA,EMEA
6555118,Al Bahr Al Ahmar,Egypt,Africa,Africa
6555119,Valle del Cauca,Colombia,LATAM,South
6555120,Ningxia,China,APAC,North Asia
6555121,Bern,Switzerland,EU,Central
6555122,Cundinamarca,Colombia,LATAM,South
6555123,Porto,Portugal,EU,South
6555124,Belgorod,Russia,EMEA,EMEA
6555125,Zhytomyr,Ukraine,EMEA,EMEA
6555126,Gyor,Hungary,EMEA,EMEA
6555127,Gilan,Iran,EMEA,EMEA
6555128,Hradec Kralove,Czech Republic,EMEA,EMEA
6555129,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,EMEA,EMEA
6555130,Taza-Al Hoceima-Taounate,Morocco,Africa,Africa
6555131,Cross River,Nigeria,Africa,Africa
6555132,Kaluga,Russia,EMEA,EMEA
6555133,North-West,South Africa,Africa,Africa
6555134,Tlemcen,Algeria,Africa,Africa
6555135,Abuja Capital Territory,Nigeria,Africa,Africa
6555136,Bur Sa'id,Egypt,Africa,Africa
6555137,Khatlon,Tajikistan,EMEA,EMEA
6555138,Bingol,Turkey,EMEA,EMEA
6555139,Oruro,Bolivia,LATAM,South
6555140,Skåne,Sweden,EU,North
6555141,San Fernando,Trinidad and Tobago,LATAM,Caribbean
6555142,Pichincha,Ecuador,LATAM,South
6555143,Selangor,Malaysia,APAC,Southeast Asia
6555144,Sarawak,Malaysia,APAC,Southeast Asia
6555145,North Dakota,United States,US,Central
6555146,Coimbra,Portugal,EU,South
6555147,Khánh Hòa,Vietnam,APAC,Southeast Asia
6555148,Mbeya,Tanzania,Africa,Africa
6555149,Woqooyi Galbeed,Somalia,Africa,Africa
6555150,Sirnak,Turkey,EMEA,EMEA
6555151,Tanga,Tanzania,Africa,Africa
6555152,Neamt,Romania,EMEA,EMEA
6555153,Djibouti,Djibouti,Africa,Africa
6555154,Ternopil',Ukraine,EMEA,EMEA
6555155,Chuquisaca,Bolivia,LATAM,South
6555156,Giurgiu,Romania,EMEA,EMEA
6555157,Astana,Kazakhstan,EMEA,EMEA
6555158,Maseru,Lesotho,Africa,Africa
6555159,Mara,Tanzania,Africa,Africa
6555160,Nord-Ouest,Cameroon,Africa,Africa
6555161,Central,Nepal,APAC,Central Asia
6555162,Querétaro,Mexico,LATAM,North
6555163,Atlantique,Benin,Africa,Africa
6555164,Nayarit,Mexico,LATAM,North
6555165,District of Columbia,United States,US,East
6555166,Upper Austria,Austria,EMEA,EMEA
6555167,Braga,Portugal,EU,South
6555168,Monagas,Venezuela,LATAM,South
6555169,La Libertad,Peru,LATAM,South
6555170,Isla de la Juventud,Cuba,LATAM,Caribbean
6555171,Primorsko-Goranska,Croatia,EMEA,EMEA
6555172,Annaba,Algeria,Africa,Africa
6555173,Ayacucho,Peru,LATAM,South
6555174,Maradi,Niger,Africa,Africa
6555175,Tipaza,Algeria,Africa,Africa
6555176,Estuaire,Gabon,Africa,Africa
6555177,Haifa,Israel,EMEA,EMEA
6555178,Western,Sri Lanka,APAC,Central Asia
6555179,Shumen,Bulgaria,EMEA,EMEA
6555180,Hidalgo,Mexico,LATAM,North
6555181,Almaty,Kazakhstan,EMEA,EMEA
6555182,Malanje,Angola,Africa,Africa
6555183,Bejaia,Algeria,Africa,Africa
6555184,Al Buhayrah,Egypt,Africa,Africa
6555185,Satu Mare,Romania,EMEA,EMEA
6555186,Carinthia,Austria,EU,Central
6555187,Hainan,China,APAC,North Asia
6555188,Nagano,Japan,APAC,North Asia
6555189,Namangan,Uzbekistan,EMEA,EMEA
6555190,Rize,Turkey,EMEA,EMEA
6555191,Moravian-Silesian,Czech Republic,EMEA,EMEA
6555192,Jujuy,Argentina,LATAM,South
6555193,Oita,Japan,APAC,North Asia
6555194,Marlborough,New Zealand,APAC,Oceania
6555195,Skikda,Algeria,Africa,Africa
6555196,Al Fayyum,Egypt,Africa,Africa
6555197,Central,Ghana,Africa,Africa
6555198,Plateaux,Togo,Africa,Africa
6555199,Jizan,Saudi Arabia,EMEA,EMEA
6555200,Ebonyi,Nigeria,Africa,Africa
6555201,Navarra,Spain,EU,South
6555202,Mardin,Turkey,EMEA,EMEA
6555203,Banská Bystrica,Slovakia,EMEA,EMEA
6555204,Manitoba,Canada,Canada,Canada
6555205,Ishikawa,Japan,APAC,North Asia
6555206,Ouémé,Benin,Africa,Africa
6555207,Idaho,United States,US,West
6555208,Mérida,Venezuela,LATAM,South
6555209,Antofagasta,Chile,LATAM,South
6555210,Gyeongsangnam,South Korea,APAC,North Asia
6555211,Bas-Congo,Democratic Republic of the Congo,Africa,Africa
6555212,Varna,Bulgaria,EMEA,EMEA
6555213,Dix-Huit Montagnes,Cote d'Ivoire,Africa,Africa
6555214,Jubbada Hoose,Somalia,Africa,Africa
6555215,Chubut,Argentina,LATAM,South
6555216,Papua,Indonesia,APAC,Southeast Asia
6555217,Sofala,Mozambique,Africa,Africa
6555218,Manipur,India,APAC,Central Asia
6555219,Beni,Bolivia,LATAM,South
6555220,Nevsehir,Turkey,EMEA,EMEA
6555221,Portuguesa,Venezuela,LATAM,South
6555222,Sulawesi Utara,Indonesia,APAC,Southeast Asia
6555223,Benue,Nigeria,Africa,Africa
6555224,Karbala',Iraq,EMEA,EMEA
6555225,Namibe,Angola,Africa,Africa
6555226,Hiroshima,Japan,APAC,North Asia
6555227,Adiyaman,Turkey,EMEA,EMEA
6555228,Piauí,Brazil,LATAM,South
6555229,Hatay,Turkey,EMEA,EMEA
6555230,Surxondaryo,Uzbekistan,EMEA,EMEA
6555231,Manicaland,Zimbabwe,Africa,Africa
6555232,Ra's Al Khaymah,United Arab Emirates,EMEA,EMEA
6555233,Plateau,Nigeria,Africa,Africa
6555234,Vitsyebsk,Belarus,EMEA,EMEA
6555235,Zamfara,Nigeria,Africa,Africa
6555236,Liberec,Czech Republic,EMEA,EMEA
6555237,Balearic Islands,Spain,EU,South
6555238,Atsinanana,Madagascar,Africa,Africa
6555239,Irbid,Jordan,EMEA,EMEA
6555240,West Virginia,United States,US,East
6555241,Yambol,Bulgaria,EMEA,EMEA
6555242,Bekes,Hungary,EMEA,EMEA
6555243,Imo,Nigeria,Africa,Africa
6555244,Corsica,France,EU,Central
6555245,Eastern,Kenya,Africa,Africa
6555246,South Khorasan,Iran,EMEA,EMEA
6555247,Corrientes,Argentina,LATAM,South
6555248,Chernihiv,Ukraine,EMEA,EMEA
6555249,Korçë,Albania,EMEA,EMEA
6555250,Nova Scotia,Canada,Canada,Canada
6555251,Bihor,Romania,EMEA,EMEA
6555252,Stavropol',Russia,EMEA,EMEA
6555253,Litoral,Equatorial Guinea,Africa,Africa
6555254,Mary,Turkmenistan,EMEA,EMEA
6555255,Muharraq,Bahrain,EMEA,EMEA
6555256,Andijan,Uzbekistan,EMEA,EMEA
6555257,Nusa Tenggara Barat,Indonesia,APAC,Southeast Asia
6555258,Gombe,Nigeria,Africa,Africa
6555259,Tadla-Azilal,Morocco,Africa,Africa
6555260,Central Equatoria,South Sudan,Africa,Africa
6555261,Neuquén,Argentina,LATAM,South
6555262,Buskerud,Norway,EU,North
6555263,Tekirdag,Turkey,EMEA,EMEA
6555264,Nariño,Colombia,LATAM,South
6555265,Aqmola,Kazakhstan,EMEA,EMEA
6555266,Kocaeli,Turkey,EMEA,EMEA
6555267,Nusa Tenggara Timur,Indonesia,APAC,Southeast Asia
6555268,Xinjiang Uygur,China,APAC,North Asia
6555269,South Chungcheong,South Korea,APAC,North Asia
6555270,Shkodër,Albania,EMEA,EMEA
6555271,Hunedoara,Romania,EMEA,EMEA
6555272,Carinthia,Austria,EMEA,EMEA
6555273,Sliven,Bulgaria,EMEA,EMEA
6555274,Loreto,Peru,LATAM,South
6555275,Taipei City,Taiwan,APAC,North Asia
6555276,Mpumalanga,South Africa,Africa,Africa
6555277,Bani Suwayf,Egypt,Africa,Africa
6555278,Bacau,Romania,EMEA,EMEA
6555279,Los Lagos,Chile,LATAM,South
6555280,Rivne,Ukraine,EMEA,EMEA
6555281,Gisborne,New Zealand,APAC,Oceania
6555282,Vargas,Venezuela,LATAM,South
6555283,Poltava,Ukraine,EMEA,EMEA
6555284,Fukuoka,Japan,APAC,North Asia
6555285,Montserrado,Liberia,Africa,Africa
6555286,Limpopo,South Africa,Africa,Africa
6555287,Osun,Nigeria,Africa,Africa
6555288,Brasov,Romania,EMEA,EMEA
6555289,Amur,Russia,EMEA,EMEA
6555290,Isparta,Turkey,EMEA,EMEA
6555291,Ucayali,Peru,LATAM,South
6555292,Córdoba,Colombia,LATAM,South
6555293,Bistrita-Nasaud,Romania,EMEA,EMEA
6555294,Northern,Zambia,Africa,Africa
6555295,Cantabria,Spain,EU,South
6555296,Saitama,Japan,APAC,North Asia
6555297,Qazvin,Iran,EMEA,EMEA
6555298,Canakkale,Turkey,EMEA,EMEA
6555299,Rajshahi,Bangladesh,APAC,Central Asia
6555300,Lori,Armenia,EMEA,EMEA
6555301,Equateur,Democratic Republic of the Congo,Africa,Africa
6555302,Manzini,Swaziland,Africa,Africa
6555303,Amasya,Turkey,EMEA,EMEA
6555304,Atsimo-Andrefana,Madagascar,Africa,Africa
6555305,Espaillat,Dominican Republic,LATAM,Caribbean
6555306,Risaralda,Colombia,LATAM,South
6555307,Zealand,Denmark,EU,North
6555308,Al Marqab,Libya,Africa,Africa
6555309,Niari,Republic of the Congo,Africa,Africa
6555310,Arad,Romania,EMEA,EMEA
6555311,Geneva,Switzerland,EU,Central
6555312,Ardahan,Turkey,EMEA,EMEA
6555313,Siirt,Turkey,EMEA,EMEA
6555314,Casanare,Colombia,LATAM,South
6555315,Plzen,Czech Republic,EMEA,EMEA
6555316,Pleven,Bulgaria,EMEA,EMEA
6555317,Iringa,Tanzania,Africa,Africa
6555318,'Ajman,United Arab Emirates,EMEA,EMEA
6555319,Durrës,Albania,EMEA,EMEA
6555320,Vlorë,Albania,EMEA,EMEA
6555321,Zeeland,Netherlands,EU,Central
6555322,Jizzakh,Uzbekistan,EMEA,EMEA
6555323,Khorezm,Uzbekistan,EMEA,EMEA
6555324,North Lebanon,Lebanon,EMEA,EMEA
6555325,Mashonaland West,Zimbabwe,Africa,Africa
6555326,Vrancea,Romania,EMEA,EMEA
6555327,Kabardino-Balkariya,Russia,EMEA,EMEA
6555328,Paysandú,Uruguay,LATAM,South
6555329,Düzce,Turkey,EMEA,EMEA
6555330,Kutahya,Turkey,EMEA,EMEA
6555331,Uppsala,Sweden,EU,North
6555332,Brussels,Belgium,EU,Central
6555333,Vladimir,Russia,EMEA,EMEA
6555334,Haut-Sassandra,Cote d'Ivoire,Africa,Africa
6555335,Flemish Brabant,Belgium,EU,Central
6555336,Rivera,Uruguay,LATAM,South
6555337,Northern Mindanao,Philippines,APAC,Southeast Asia
6555338,Styria,Austria,EMEA,EMEA
6555339,Sud,Cameroon,Africa,Africa
6555340,Saga,Japan,APAC,North Asia
6555341,Moquegua,Peru,LATAM,South
6555342,Baluchistan,Pakistan,APAC,Central Asia
6555343,Afyonkarahisar,Turkey,EMEA,EMEA
6555344,Diana,Madagascar,Africa,Africa
6555345,Qina,Egypt,Africa,Africa
6555346,Setúbal,Portugal,EU,South
6555347,Kars,Turkey,EMEA,EMEA
6555348,Tochigi,Japan,APAC,North Asia
6555349,Bujumbura-Mairie,Burundi,Africa,Africa
6555350,Santiago del Estero,Argentina,LATAM,South
6555351,Arequipa,Peru,LATAM,South
6555352,Donga,Benin,Africa,Africa
6555353,Anseba,Eritrea,Africa,Africa
6555354,Friesland,Netherlands,EU,Central
6555355,Sivas,Turkey,EMEA,EMEA
6555356,Golestan,Iran,EMEA,EMEA
6555357,Mures,Romania,EMEA,EMEA
6555358,Ibb,Yemen,EMEA,EMEA
6555359,Bengkulu,Indonesia,APAC,Southeast Asia
6555360,Kandahar,Afghanistan,APAC,Central Asia
6555361,Fukui,Japan,APAC,North Asia
6555362,Monseñor Nouel,Dominican Republic,LATAM,Caribbean
6555363,Catamarca,Argentina,LATAM,South
6555364,Kigoma,Tanzania,Africa,Africa
6555365,Maine,United States,US,East
6555366,Gorj,Romania,EMEA,EMEA
6555367,Aceh,Indonesia,APAC,Southeast Asia
6555368,Guárico,Venezuela,LATAM,South
6555369,Central,Zambia,Africa,Africa
6555370,Chaguanas,Trinidad and Tobago,LATAM,Caribbean
6555371,Canelones,Uruguay,LATAM,South
6555372,Osjecko-Baranjska,Croatia,EMEA,EMEA
6555373,Usak,Turkey,EMEA,EMEA
6555374,Zagrebacka,Croatia,EMEA,EMEA
6555375,Grand Gedeh,Liberia,Africa,Africa
6555376,Central,Israel,EMEA,EMEA
6555377,Guelmim-Es Semara,Morocco,Africa,Africa
6555378,Kagawa,Japan,APAC,North Asia
6555379,Morogoro,Tanzania,Africa,Africa
6555380,Braila,Romania,EMEA,EMEA
6555381,Kafr Ash Shaykh,Egypt,Africa,Africa
6555382,Huila,Angola,Africa,Africa
6555383,Los Rios,Ecuador,LATAM,South
6555384,Wyoming,United States,US,West
6555385,Nigde,Turkey,EMEA,EMEA
6555386,Kastamonu,Turkey,EMEA,EMEA
6555387,Central Jutland,Denmark,EU,North
6555388,Okayama,Japan,APAC,North Asia
6555389,Ibaraki,Japan,APAC,North Asia
6555390,Tripura,India,APAC,Central Asia
6555391,Arica y Parinacota,Chile,LATAM,South
6555392,Arges,Romania,EMEA,EMEA
6555393,Osh,Kyrgyzstan,EMEA,EMEA
6555394,St. Gallen,Switzerland,EU,Central
6555395,Salah Ad Din,Iraq,EMEA,EMEA
6555396,Galway,Ireland,EU,North
6555397,Oaxaca,Mexico,LATAM,North
6555398,Tete,Mozambique,Africa,Africa
6555399,Mtwara,Tanzania,Africa,Africa
6555400,Suceava,Romania,EMEA,EMEA
6555401,Burgas,Bulgaria,EMEA,EMEA
6555402,Opole,Poland,EMEA,EMEA
6555403,Karaman,Turkey,EMEA,EMEA
6555404,Savanes,Cote d'Ivoire,Africa,Africa
6555405,Tokat,Turkey,EMEA,EMEA
6555406,Žilina,Slovakia,EMEA,EMEA
6555407,Caras-Severin,Romania,EMEA,EMEA
6555408,Tartumaa,Estonia,EMEA,EMEA
6555409,Arauca,Colombia,LATAM,South
6555410,Lambayeque,Peru,LATAM,South
6555411,Sidi Bel Abbes,Algeria,Africa,Africa
6555412,Novosibirsk,Russia,EMEA,EMEA
6555413,Asunción,Paraguay,LATAM,South
6555414,Tabora,Tanzania,Africa,Africa
6555415,Northern,Sierra Leone,Africa,Africa
6555416,Ilam,Iran,EMEA,EMEA
6555417,Newfoundland,Canada,Canada,Canada
6555418,Caquetá,Colombia,LATAM,South
6555419,Matabeleland North,Zimbabwe,Africa,Africa
6555420,Halland,Sweden,EU,North
6555421,Ar Raqqah,Syria,EMEA,EMEA
6555422,Bitola,Macedonia,EMEA,EMEA
6555423,Qashqadaryo,Uzbekistan,EMEA,EMEA
6555424,Novgorod,Russia,EMEA,EMEA
6555425,Sibiu,Romania,EMEA,EMEA
6555426,Pwani,Tanzania,Africa,Africa
6555427,Sokoto,Nigeria,Africa,Africa
6555428,Batman,Turkey,EMEA,EMEA
6555429,Kilis,Turkey,EMEA,EMEA
6555430,Central,Kenya,Africa,Africa
6555431,Nueva Esparta,Venezuela,LATAM,South
6555432,Pernik,Bulgaria,EMEA,EMEA
6555433,Tizi Ouzou,Algeria,Africa,Africa
6555434,Eastern,Zambia,Africa,Africa
6555435,Táchira,Venezuela,LATAM,South
6555436,Aveiro,Portugal,EU,South
6555437,Boyacá,Colombia,LATAM,South
6555438,Haute-Matsiatra,Madagascar,Africa,Africa
6555439,Inhambane,Mozambique,Africa,Africa
6555440,Lebap,Turkmenistan,EMEA,EMEA
6555441,Olomouc,Czech Republic,EMEA,EMEA
6555442,Extremadura,Spain,EU,South
6555443,Chocó,Colombia,LATAM,South
6555444,Zinder,Niger,Africa,Africa
6555445,Matruh,Egypt,Africa,Africa
6555446,Kabarole,Uganda,Africa,Africa
6555447,Podgorica,Montenegro,EMEA,EMEA
6555448,Misiones,Argentina,LATAM,South
6555449,Cajamarca,Peru,LATAM,South
6555450,Fromager,Cote d'Ivoire,Africa,Africa
6555451,Stara Zagora,Bulgaria,EMEA,EMEA
6555452,Vratsa,Bulgaria,EMEA,EMEA
6555453,Jeju,South Korea,APAC,North Asia
6555454,Potosí,Bolivia,LATAM,South
6555455,Tambov,Russia,EMEA,EMEA
6555456,Splitsko-Dalmatinska,Croatia,EMEA,EMEA
6555457,Meta,Colombia,LATAM,South
6555458,Vest-Agder,Norway,EU,North
6555459,Elbasan,Albania,EMEA,EMEA
6555460,Gangwon,South Korea,APAC,North Asia
6555461,Jinja,Uganda,Africa,Africa
6555462,Ljubljana,Slovenia,EMEA,EMEA
6555463,Mandoul,Chad,Africa,Africa
6555464,Eastern,Sierra Leone,Africa,Africa
6555465,Río Negro,Argentina,LATAM,South
6555466,Yaracuy,Venezuela,LATAM,South
6555467,Ulaanbaatar,Mongolia,APAC,North Asia
6555468,Edirne,Turkey,EMEA,EMEA
6555469,Tarapacá,Chile,LATAM,South
6555470,Moscow,Russia,EMEA,EMEA
6555471,Lucerne,Switzerland,EU,Central
6555472,Nangarhar,Afghanistan,APAC,Central Asia
6555473,Hedmark,Norway,EU,North
